//FILENAME- TAB - Caption with Copyright
//P4263_021.pr.jpg  Containers holding Painting Samples in the National Gallery Scientific Department - @The National Gallery, London 2026
//P4263_044.pr.jpg  Paint Samples on Stubs for Electron Microscope Examination - @The National Gallery, London 2026
//P4903_035.pr.jpg  Paint Sample Cross Section of Rembrandt "Aristotle" - @The National Gallery, London 2026

NG35_S13_XS_cover_slip_Vis_20x.png	Paint Sample Cross Section from NG35: Titian, "Bacchus and Ariadne" - @The National Gallery, London 2026
P4263_016.pr.jpg  Mounted Paint Cross-sections from the National Gallery Scientific Department Archive - @The National Gallery, London 2026

KIKIRPA-samples1.jpg  Cross-sections in the paint sample collection of the Royal Institute of Cultural Heritage - @KIK-IRPA, Brussels 2022
KIKIRPA-samples2.jpg  Cross-sections in the paint sample collection of the Royal Institute of Cultural Heritage - @KIK-IRPA, Brussels 2022
KIKIRPA-samples3.jpg  Polishing a cross-section of a paint sample at the Royal Institute of Cultural Heritage - @KIK-IRPA, Brussels 2024
KIKIRPA-samples4.jpg  Cross-sections in the paint sample collection of the Royal Institute of Cultural Heritage - @KIK-IRPA, Brussels 2024
KIKIRPA-samples5.jpg  Cross-sections in the paint sample collection of the Royal Institute of Cultural Heritage - @KIK-IRPA, Brussels 2024
KIKIRPA-samples6.jpg  Microscope observation of a cross-section at the Royal Institute of Cultural Heritage - @KIK-IRPA, Brussels 2022
KIKIRPA-samples7.jpg  Taking samples from Rubens' Autoportrait at the Royal Institute of Cultural Heritage - @KIK-IRPA, Brussels 2017

FORTH_sampling_IMG_01.jpg  Selection of sampling sites and annotation on the wall paintings of a byzantine church. © Photonics for Heritage Science Lab - IESL FORTH copyright all rights reserved
FORTH_sampling_IMG_02.jpg  Sampling the contents of a ceramic vessel for analysis of organic residues. © Photonics for Heritage Science Lab - IESL FORTH copyright all rights reserved
FORTH_sampling_IMG_03.jpg  Sampling of a mineral crust formation on the surface of the walls of Koules fortress (“Roca a Mare”) in Heraklion. © Photonics for Heritage Science Lab - IESL FORTH copyright all rights reserved
FORTH_sampling_IMG_04.jpg  Sampling of a mineral crust formation on the surface of the walls of Koules fortress (“Roca a Mare”) in Heraklion. © Photonics for Heritage Science Lab - IESL FORTH copyright all rights reserved

